,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,MoransI
MIIP,994,False,False,994,0.024761077,97.60111979920842,1026.0,0.0032729668775873717
MILL2,45,False,False,45,0.0011101458,99.89139878366638,46.0,-0.0006205701159373987
MILR1,69,False,False,69,0.0016652186,99.83347813495512,69.0,0.001298168791394785
MINA,1040,False,False,1040,0.02618496,97.49010522251183,1085.0,0.002269622111072734
MINK1,397,False,False,397,0.009701708,99.04189593590115,402.0,-0.0007126180996814665
MINOS1,8115,False,False,8115,0.22972777,80.41558065450333,9519.0,0.016594267841021304
MINPP1,1256,False,False,1256,0.03147022,96.96881938411043,1304.0,0.009087640862179669
MIOS,1292,False,False,1292,0.032773435,96.88193841104354,1358.0,0.002604232270731427
MIOX,28,False,False,28,0.0006757409,99.93242590983685,28.0,0.0038913159708514476
MIP,1849,False,False,1849,0.14161599,95.53769668886957,5868.0,0.48950160489952227
MIPEP,1060,False,False,1060,0.026378028,97.44183801525243,1093.0,0.003952638290776179
MIPOL1,1604,False,False,1604,0.040640987,96.12896997779708,1684.0,0.001858584049007694
MIR124-2HG,77,False,False,77,0.0018582875,99.81417125205135,77.0,0.02123434331887984
MIR124A-1HG,27,False,False,27,0.0006516073,99.93483927019983,27.0,0.016844971787680418
MIR142HG,297,False,False,297,0.0075538177,99.2832319721981,313.0,0.036125196805566966
MIR143HG,47,False,False,47,0.0011342794,99.88657206294043,47.0,-0.00019798249283876413
MIR144,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.899374652702267e-05
MIR17HG,842,False,False,842,0.020923834,97.96795057437977,867.0,0.002378772535546472
MIR1983,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.19951796562859e-05
MIR22HG,222,False,False,222,0.005430061,99.4642339994208,225.0,0.002732410171198625
MIR3082,18,False,False,18,0.00043440488,99.95655951346654,18.0,-5.335226703081727e-05
MIR3091,29,False,False,29,0.0006998745,99.93001254947389,29.0,0.00040680255591774326
MIR3098,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.792347947998578e-05
MIR351,16,False,False,16,0.00038613766,99.96138623419249,16.0,-0.000370700212167522
MIR451A,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.0022055076732122644
MIR503,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.303034233242015e-05
MIR6236,3375,False,False,3375,0.11760305,91.85490877497828,4873.0,0.0028446085888227746
MIR6240,32,False,False,32,0.0007722753,99.92277246838498,32.0,-0.0007482284083573326
MIR682,9,False,False,9,0.00024133603,99.97827975673329,10.0,-0.00022172770075432445
MIR7058,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.248126042664115e-05
MIR7067,15,False,False,15,0.00036200407,99.96379959455545,15.0,-0.00034675131685592145
MIR763,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.413102887321534e-05
MIR99AHG,1243,False,False,1243,0.03188049,97.00019306882903,1321.0,0.008090252116795876
MIRG,1302,False,False,1302,0.03342504,96.85780480741384,1385.0,0.016746053008158044
MIS12,2245,False,False,2245,0.057944782,94.5820059851337,2401.0,0.0027805827865656444
MIS18A,1141,False,False,1141,0.028381119,97.24635582585192,1176.0,0.0017192526338244945
MIS18BP1,2303,False,False,2303,0.06014094,94.44203108408148,2492.0,0.004649583122609633
MISP,18,False,False,18,0.00043440488,99.95655951346654,18.0,9.59379895630931e-05
MITD1,1017,False,False,1017,0.02550922,97.54561251086012,1057.0,0.001810409019922029
MITF,255,False,False,255,0.0063712713,99.3845931074428,264.0,0.01622485927862583
MIXL1,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0014003722480850256
MKI67,11706,False,False,11706,0.3920504,71.74920359108022,16245.0,0.04057685235190439
MKKS,1439,False,False,1439,0.036248673,96.52717443768704,1502.0,0.0016133398716135618
MKL1,729,False,False,729,0.018003669,98.24066029539532,746.0,-2.8782966626674737e-05
MKL2,1128,False,False,1128,0.02859832,97.27772951057052,1185.0,0.0027103541656999476
MKLN1,2199,False,False,2199,0.056062363,94.69302056183028,2323.0,0.0012584249899934273
MKLN1OS,21,False,False,21,0.00050680566,99.94931943237765,21.0,-0.00018910357554789066
MKNK1,530,False,False,530,0.013104547,98.72091900762622,543.0,0.0018997391878799333
MKNK2,2334,False,False,2334,0.058837727,94.36721691282942,2438.0,0.0027649267964362646
MKRN1,2665,False,False,2665,0.07102519,93.56839463268656,2943.0,0.03017583429291567
MKRN2,970,False,False,970,0.024206005,97.6590404479197,1003.0,0.0003293970394390156
MKRN2OS,57,False,False,57,0.0014962835,99.86243845931074,62.0,0.008847465699773292
MKRN3,302,False,False,302,0.0074572833,99.27116517038324,309.0,0.0005838737327968023
MKS1,279,False,False,279,0.006878077,99.32667245873154,285.0,0.0008792339314390927
MKX,578,False,False,578,0.014745632,98.60507771020369,611.0,0.022483351996690857
MLANA,157,False,False,157,0.004078579,99.62110242301381,169.0,0.032237134222810986
MLC1,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.000146338714606307
MLEC,4434,False,False,4434,0.11716864,89.29916015059369,4855.0,0.00476164666216223
MLF1,507,False,False,507,0.012694276,98.77642629597452,526.0,0.005957767966689851
MLF2,4210,False,False,4210,0.11077324,89.83975287189882,4590.0,0.005840757913664096
MLH1,1212,False,False,1212,0.030456608,97.07500724008109,1262.0,0.0012901766445351107
MLH3,650,False,False,650,0.01641085,98.4313157640699,680.0,0.0006616454934145467
MLIP,22,False,False,22,0.00053093926,99.94690607201467,22.0,-0.00015828789452336812
MLKL,23,False,False,23,0.0005550729,99.9444927116517,23.0,0.00029722309430165437
MLLT1,1797,False,False,1797,0.04505744,95.66319142774398,1867.0,0.0020379608659276617
MLLT10,2789,False,False,2789,0.072376676,93.26913794767835,2999.0,0.0028135530525969592
MLLT11,922,False,False,922,0.02331306,97.77488174534221,966.0,0.0023592904333278536
MLLT3,2944,False,False,2944,0.07732406,92.8950670914181,3204.0,0.016198413629772628
MLLT4,1946,False,False,1946,0.050390966,95.30360073366155,2088.0,0.008157833635542724
MLLT6,1945,False,False,1945,0.04949802,95.30601409402452,2051.0,0.004698130517658808
MLPH,36,False,False,36,0.00096534414,99.9131190269331,40.0,0.001359336605427342
MLST8,752,False,False,752,0.01860701,98.185153007047,771.0,0.0006591038229393646
MLX,1163,False,False,1163,0.028839657,97.19326189786659,1195.0,0.0013129969202421625
MLXIP,533,False,False,533,0.013080413,98.71367892653731,542.0,0.0016591557958210304
MLXIPL,241,False,False,241,0.006250603,99.41838015252438,259.0,0.012312675014391814
MLYCD,511,False,False,511,0.01279081,98.76677285452263,530.0,0.00036208592577351145
MMAA,791,False,False,791,0.01962062,98.0910319528912,813.0,0.0011682405475001486
MMAB,1070,False,False,1070,0.026667632,97.41770441162274,1105.0,0.001508060863315728
MMACHC,249,False,False,249,0.0061058016,99.39907326962062,253.0,0.0006369118482407579
MMADHC,3076,False,False,3076,0.079134084,92.57650352350612,3279.0,0.004526372048942487
MMD,1857,False,False,1857,0.047422532,95.51838980596582,1965.0,0.002851892080910885
MMD2,190,False,False,190,0.0046819192,99.54146153103581,194.0,0.00806324923105287
MME,1846,False,False,1846,0.048170675,95.54493676995848,1996.0,0.031019174418385618
MMEL1,17,False,False,17,0.00045853847,99.95897287382952,19.0,-0.00040194288874977833
MMGT1,823,False,False,823,0.020682499,98.01380442127619,857.0,0.0016700974311643865
MMGT2,991,False,False,991,0.024930013,97.60835988029733,1033.0,0.0010640972824635094
MMP11,1777,False,False,1777,0.045347042,95.71145863500338,1879.0,0.017593525362766996
MMP12,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0015961018968300704
MMP14,4054,False,False,4054,0.107708275,90.21623708852205,4463.0,0.01536053629269376
MMP15,345,False,False,345,0.008543296,99.16739067477556,354.0,0.0017232339724227328
MMP16,1120,False,False,1120,0.028405251,97.29703639347427,1177.0,0.012510932673196898
MMP17,248,False,False,248,0.0061782026,99.4014866299836,256.0,0.01257417073838291
MMP19,145,False,False,145,0.003716575,99.65006274736943,154.0,0.016710715818067625
MMP2,3983,False,False,3983,0.10599479,90.38758567429288,4392.0,0.024875587352686242
MMP20,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.120724142515877e-05
MMP23,257,False,False,257,0.006395405,99.37976638671687,265.0,0.002038161773662537
MMP24,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.00014606410544474623
MMP25,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.0001152867907927551
MMP28,25,False,False,25,0.0006274737,99.93966599092576,26.0,0.0003510561102129844
MMP8,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.167347741802291e-05
MMP9,70,False,False,70,0.0017134858,99.83106477459214,71.0,0.013166958956750052
MMRN1,227,False,False,227,0.005743798,99.45216719760595,238.0,0.003181509358816799
MMRN2,339,False,False,339,0.008688097,99.18187083695338,360.0,0.006211710193000103
MMS19,1362,False,False,1362,0.034197316,96.71300318563569,1417.0,0.0022265377875217754
MMS22L,1781,False,False,1781,0.04554011,95.70180519355151,1887.0,0.002990778799952945
MN1,2201,False,False,2201,0.056689836,94.68819384110435,2349.0,0.0243532908747047
MNAT1,2250,False,False,2250,0.057003573,94.56993918331885,2362.0,0.003423173579664256
MND1,458,False,False,458,0.011246259,98.89468095376002,466.0,0.0018328047353277734
MNDA,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.00019454541113696214
MNDAL,41,False,False,41,0.0010136113,99.90105222511826,42.0,0.0022118158373846423
MNS1,1335,False,False,1335,0.034728255,96.77816391543585,1439.0,0.04023790073451874
MNT,479,False,False,479,0.011922,98.84400038613765,494.0,0.0008497409880860146
MOB1A,2036,False,False,2036,0.051645912,95.0863983009943,2140.0,0.0033036975544415703
MOB1B,610,False,False,610,0.015059369,98.52785017858866,624.0,0.0010150235255592345
MOB2,1106,False,False,1106,0.027705377,97.33082343855585,1148.0,0.0026920290237608642
MOB3A,846,False,False,846,0.0208997,97.95829713292788,866.0,0.002281222238345682
MOB3B,287,False,False,287,0.0070952796,99.30736557582777,294.0,0.0021000791326978656
MOB3C,305,False,False,305,0.0075055505,99.26392508929433,311.0,0.0006726097184602501
MOB4,2723,False,False,2723,0.069408245,93.42841973163432,2876.0,0.003074834084261164
MOCOS,23,False,False,23,0.0005550729,99.9444927116517,23.0,-5.002839590736127e-05
MOCS1,283,False,False,283,0.006950478,99.31701901727966,288.0,0.0004790802931640719
MOCS2,3148,False,False,3148,0.08164398,92.40274157737234,3383.0,0.0028526460423194165
MOCS3,265,False,False,265,0.0064919395,99.36045950381312,269.0,0.0011599916001651062
MOGAT1,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.00019331488538477514
MOGAT2,175,False,False,175,0.0043440484,99.57766193648035,180.0,0.007617214596218564
MOGS,2057,False,False,2057,0.052394055,95.03571773337195,2171.0,0.011866775273184816
MOK,160,False,False,160,0.0039096437,99.6138623419249,162.0,0.0006263558892050848
MON1A,286,False,False,286,0.0070470124,99.30977893619075,292.0,0.0004993199890135414
MON1B,563,False,False,563,0.014118158,98.64127811564822,585.0,0.0011279169923755798
MON2,1825,False,False,1825,0.046288252,95.59561733758085,1918.0,0.0026547943830139012
MORC1,15,False,False,15,0.00036200407,99.96379959455545,15.0,0.0011893652504752692
MORC2A,1266,False,False,1266,0.031639155,96.94468578048074,1311.0,0.0007084065673279047
MORC3,882,False,False,882,0.022154648,97.87141615986098,918.0,0.0004294962734580938
MORC4,945,False,False,945,0.023964668,97.71937445699392,993.0,0.001672526193580186
MORF4L1,618,False,False,618,0.015421373,98.50854329568492,639.0,0.0008213262464407645
MORF4L2,4586,False,False,4586,0.121005885,88.93232937542234,5014.0,0.005844923515487896
MORN1,254,False,False,254,0.006274737,99.38700646780578,260.0,-0.00038229731790734176
MORN2,379,False,False,379,0.009339704,99.0853364224346,387.0,0.0012687987893415867
MORN3,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.00011873710078730449
MORN4,547,False,False,547,0.013490684,98.67989188145575,559.0,0.0028113874148335766
MORN5,10,False,False,10,0.00026546963,99.97586639637031,11.0,-0.00023464863014116668
MOS,29,False,False,29,0.0006998745,99.93001254947389,29.0,-0.00017010195147047462
MOSPD1,540,False,False,540,0.013418283,98.69678540399653,556.0,0.0033294357433961185
MOSPD2,421,False,False,421,0.01044985,98.98397528718988,433.0,4.9776368627098944e-05
MOSPD3,988,False,False,988,0.024519742,97.61559996138624,1016.0,0.004550121724489405
MOV10,1227,False,False,1227,0.030649677,97.03880683463655,1270.0,0.0026830985691874967
MOV10L1,4,False,False,4,0.00012066802,99.99034655854813,5.0,-9.547970403795741e-05
MOXD1,325,False,False,325,0.008326094,99.21565788203495,345.0,0.017772604497078223
MPC1,350,False,False,350,0.00863983,99.15532387296071,358.0,0.0004973990452136092
MPC2,2585,False,False,2585,0.06709142,93.7614634617241,2780.0,0.01869371756047013
MPDU1,977,False,False,977,0.024061203,97.6421469253789,997.0,0.001952931916081443
MPDZ,2568,False,False,2568,0.065933004,93.80249058789458,2732.0,0.006380235471900428
MPEG1,121,False,False,121,0.0030167005,99.7079833960807,125.0,0.004283247463415517
MPG,1580,False,False,1580,0.03957911,96.18689062650834,1640.0,0.0029093371630337143
MPHOSPH10,3306,False,False,3306,0.08777392,92.02143064002317,3637.0,0.007005373024992043
MPHOSPH6,1167,False,False,1167,0.029008592,97.18360845641472,1202.0,0.002756674461880549
MPHOSPH8,3884,False,False,3884,0.10403997,90.62650835022686,4311.0,0.004380107196245392
MPHOSPH9,1009,False,False,1009,0.02558162,97.56491939376387,1060.0,0.0007968964593490203
MPI,1113,False,False,1113,0.027826045,97.31392991601507,1153.0,0.0021426950652416116
MPL,29,False,False,29,0.00072400813,99.93001254947389,30.0,0.0013947660875921176
MPLKIP,1002,False,False,1002,0.024857612,97.58181291630467,1030.0,0.0023340461494971137
MPND,3238,False,False,3238,0.084395215,92.18553914470509,3497.0,0.007641704945643155
MPO,476,False,False,476,0.014142292,98.85124046722656,586.0,0.07761135153293365
MPP1,1817,False,False,1817,0.04626412,95.6149242204846,1917.0,0.014462893672735634
MPP2,248,False,False,248,0.006033401,99.4014866299836,250.0,0.0008942086688073933
MPP3,211,False,False,211,0.005188725,99.49078096341346,215.0,0.0004115226396515442
MPP4,29,False,False,29,0.00072400813,99.93001254947389,30.0,0.00012451559678823245
MPP5,1862,False,False,1862,0.047639735,95.50632300415099,1974.0,0.0015389154482790964
MPP6,3260,False,False,3260,0.08586736,92.13244521671976,3558.0,0.009590954617128097
MPP7,533,False,False,533,0.013201081,98.71367892653731,547.0,0.004126702927610904
MPPE1,84,False,False,84,0.0020272227,99.79727772951057,84.0,0.0010030227763784415
MPPED1,234,False,False,234,0.005767931,99.43527367506516,239.0,0.002267961925583095
MPPED2,2799,False,False,2799,0.07708273,93.24500434404865,3194.0,0.07013232849827812
MPRIP,4705,False,False,4705,0.12450526,88.64513949222898,5159.0,0.005752488247324021
MPST,1035,False,False,1035,0.025605753,97.50217202432667,1061.0,0.011541201857262831
MPV17,1098,False,False,1098,0.02712617,97.3501303214596,1124.0,0.0006835846365304636
MPV17L,219,False,False,219,0.005405927,99.47147408050971,224.0,0.0010325542271057645
MPV17L2,316,False,False,316,0.0076503525,99.23737812530166,317.0,0.0016926611834310627
MPZ,49,False,False,49,0.0012066802,99.8817453422145,50.0,0.0023473446112870612
MPZL1,3105,False,False,3105,0.081064776,92.50651607298002,3359.0,0.006569913159485694
MPZL2,321,False,False,321,0.0079640895,99.22531132348682,330.0,0.0064051149216737425
MPZL3,67,False,False,67,0.0017134858,99.83830485568105,71.0,0.0007600309253685438
MR1,289,False,False,289,0.007071146,99.30253885510184,293.0,0.0023280995896796225
MRAP,144,False,False,144,0.0036441742,99.6524761077324,151.0,0.02531523139732544
MRAP2,29,False,False,29,0.00072400813,99.93001254947389,30.0,-0.00022688408583697745
MRAS,1155,False,False,1155,0.028960325,97.21256878077035,1200.0,0.005444385988286309
MRC1,514,False,False,514,0.012911478,98.75953277343373,535.0,0.00784326628891594
MRC2,2055,False,False,2055,0.05244232,95.04054445409788,2173.0,0.006386587082122666
MRE11A,1351,False,False,1351,0.03455932,96.73955014962834,1432.0,0.004132836058671039
MREG,26,False,False,26,0.0006516073,99.9372526305628,27.0,-0.0002598162258553678
MRFAP1,6678,False,False,6678,0.18218458,83.88357949609035,7549.0,0.005947301979080544
MRGBP,1271,False,False,1271,0.031663287,96.9326189786659,1312.0,0.0016334570858927324
MRGPRA1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.500398872962323e-05
MRGPRA2B,10,False,False,10,0.00024133603,99.97586639637031,10.0,-0.00021718222489934726
MRGPRE,73,False,False,73,0.0017617531,99.82382469350324,73.0,0.0010066091804636875
MRGPRF,68,False,False,68,0.0016652186,99.83589149531808,69.0,0.0007716517533890052
MRGPRX1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.736449243443354e-05
MRI1,678,False,False,678,0.01694179,98.36374167390674,702.0,0.003255253381918855
MRLN,203,False,False,203,0.005164591,99.5100878463172,214.0,0.02155194401297422
MRM1,410,False,False,410,0.0102085145,99.01052225118254,423.0,0.008560779379118566
MRO,17,False,False,17,0.00041027126,99.95897287382952,17.0,-0.00039153246961837505
MROH1,465,False,False,465,0.011559996,98.87778743121923,479.0,0.0008650608737743048
MROH2A,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.0005608725247554967
MROH2B,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.445460773132243e-05
MROH3,22,False,False,22,0.00053093926,99.94690607201467,22.0,-0.0005213161860052701
MROH5,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.00014671091120260245
MROH7,20,False,False,20,0.00048267207,99.95173279274061,20.0,-0.00045979058228174627
MROH8,18,False,False,18,0.00043440488,99.95655951346654,18.0,-4.4758478499006925e-05
MRPL1,1064,False,False,1064,0.02625736,97.43218457380055,1088.0,0.0028590741864465015
MRPL10,1348,False,False,1348,0.033642244,96.74679023071725,1394.0,0.0009233113406382668
