,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm
NUP210,133,False,False,133,0.006564449,99.37637736202936,140.0,0.026020927,0.024669819
NUP210L,102,False,False,102,0.0048295585,99.52173301448867,103.0,0.004273116,0.004051239
NUP214,424,False,False,424,0.02166268,98.01190978571763,462.0,0.030114392,0.028550735
NUP35,556,False,False,556,0.028461574,97.3929760397618,607.0,0.042530317,0.040321976
NUP37,86,False,False,86,0.004126225,99.59675528672575,88.0,0.004087206,0.0038749822
NUP43,102,False,False,102,0.0051108925,99.52173301448867,109.0,0.004862377,0.0046099033
NUP50,497,False,False,497,0.025085572,97.669620668636,535.0,0.011868067,0.011251831
NUP54,121,False,False,121,0.005954893,99.43264406620716,127.0,0.004406422,0.004177623
NUP62,481,False,False,481,0.024616683,97.74464294087308,525.0,0.012600826,0.011946541
NUP62CL,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022995262,0.0021801258
NUP85,392,False,False,392,0.019834014,98.16195433019178,423.0,0.023952981,0.022709249
NUP88,581,False,False,581,0.028930463,97.27575373939138,617.0,0.026398305,0.025027603
NUP93,382,False,False,382,0.02044357,98.20884325033995,436.0,0.009221899,0.008743062
NUP98,224,False,False,224,0.012284897,98.94968818868102,262.0,0.008579138,0.008133676
NUPL1,510,False,False,510,0.025929572,97.60866507244337,553.0,0.015982242,0.015152382
NUPL2,149,False,False,149,0.0074553383,99.30135508979228,159.0,0.007931781,0.007519932
NUPR1,200,False,False,200,0.010128006,99.06222159703661,216.0,0.042232282,0.040039416
NUPR1L,23,False,False,23,0.0010784451,99.89215548365921,23.0,0.0028944681,0.002744176
NUS1,1492,False,False,1492,0.081492946,93.00417311389319,1738.0,0.12866323,0.12198253
NUSAP1,11,False,False,11,0.00051577814,99.94842218783701,11.0,0.0024153772,0.0022899616
NUTF2,220,False,False,220,0.010925119,98.96844375674029,233.0,0.0064955545,0.0061582797
NVL,526,False,False,526,0.027148684,97.53364280020631,579.0,0.029065374,0.027556185
NWD1,256,False,False,256,0.013550898,98.79964364420687,289.0,0.012401894,0.011757938
NWD2,400,False,False,400,0.024522904,98.12444319407324,523.0,0.040366266,0.038270295
NXF1,664,False,False,664,0.033056688,96.88657570216158,705.0,0.05118458,0.048526876
NXF7,3,False,False,3,0.00018755568,99.98593332395555,4.0,0.0024711725,0.0023428595
NXN,238,False,False,238,0.0130351195,98.88404370047358,278.0,0.011054668,0.010480666
NXNL2,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0023309218,0.0022098913
NXPE2,5,False,False,5,0.00028133352,99.97655553992591,6.0,0.002731267,0.0025894488
NXPE3,490,False,False,490,0.025554461,97.70244291273971,545.0,0.011929101,0.011309695
NXPE4,115,False,False,115,0.005908004,99.46077741829605,126.0,0.004956919,0.004699536
NXPH1,590,False,False,590,0.049186476,97.23355371125803,1049.0,0.1360835,0.12901752
NXPH2,22,False,False,22,0.0010784451,99.89684437567404,23.0,0.0027308809,0.0025890828
NXPH3,226,False,False,226,0.011956675,98.94031040465137,255.0,0.15402696,0.14602926
NXPH4,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0029529813,0.002799651
NXT1,210,False,False,210,0.01045623,99.01533267688845,223.0,0.007253606,0.00687697
NXT2,485,False,False,485,0.023819571,97.7258873728138,508.0,0.034311563,0.03252997
NYAP1,632,False,False,632,0.03127491,97.03662024663572,667.0,0.039624393,0.037566938
NYAP2,435,False,False,435,0.026726684,97.96033197355464,570.0,0.021276914,0.020172132
NYNRIN,44,False,False,44,0.0021100014,99.79368875134806,45.0,0.004111617,0.0038981256
NYX,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0027003908,0.0025601757
OACYL,24,False,False,24,0.001219112,99.8874665916444,26.0,0.002803279,0.0026577218
OAF,204,False,False,204,0.010174896,99.04346602897735,217.0,0.023771776,0.022537451
OARD1,562,False,False,562,0.028742908,97.3648426876729,613.0,0.017312242,0.016413322
OAS1C,15,False,False,15,0.0007033338,99.92966661977775,15.0,0.0028644588,0.0027157248
OASL2,17,False,False,17,0.00084400055,99.92028883574811,18.0,0.0029472196,0.0027941882
OAT,1235,False,False,1235,0.06381582,94.20921836170113,1361.0,0.18735684,0.17762855
OAZ1,3230,False,False,3230,0.18497679,84.85487879214142,3945.0,0.29570943,0.28035504
OAZ2,2115,False,False,2115,0.11755052,90.08299338866226,2507.0,0.14848506,0.14077513
OAZ3,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022020445,0.0020877055
OBFC1,172,False,False,172,0.008299339,99.19351057345149,177.0,0.006126293,0.005808192
OBP2B,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022482506,0.0021315124
OBSCN,47,False,False,47,0.0022037793,99.7796220753036,47.0,0.00306009,0.002901198
OBSL1,71,False,False,71,0.003563558,99.667088666948,76.0,0.0041445876,0.0039293845
OCA2,24,False,False,24,0.0011253341,99.8874665916444,24.0,0.0026047162,0.002469469
OCEL1,176,False,False,176,0.00867445,99.17475500539223,185.0,0.005193817,0.0049241334
OCIAD1,5660,False,False,5660,0.4662634,73.46087119613635,9944.0,0.44208932,0.4191343
OCIAD2,3153,False,False,3153,0.22722371,85.21592347728232,4846.0,0.44730118,0.4240755
OCLN,92,False,False,92,0.0045951144,99.56862193463685,98.0,0.0050246334,0.0047637345
OCM,9,False,False,9,0.0004688892,99.95779997186665,10.0,0.003718624,0.0035255384
OCRL,621,False,False,621,0.03333802,97.0881980587987,711.0,0.02786967,0.026422568
OCSTAMP,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023187299,0.0021983325
ODC1,187,False,False,187,0.009049562,99.12317719322924,193.0,0.0071792305,0.0068064565
ODF2,764,False,False,764,0.041871805,96.41768650067989,893.0,0.039963234,0.037888184
ODF2L,218,False,False,218,0.0110188965,98.97782154076992,235.0,0.007838291,0.007431296
ODF3B,38,False,False,38,0.0021100014,99.82182210343696,45.0,0.003256982,0.0030878666
ODF3L1,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.002483839,0.0023548682
ODF3L2,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0027371002,0.0025949795
ODF4,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023526645,0.002230505
OFCC1,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.002446633,0.0023195941
OFD1,270,False,False,270,0.01387912,98.73399915599944,296.0,0.011744208,0.011134403
OGDH,1527,False,False,1527,0.08214939,92.8400618933746,1752.0,0.09825237,0.09315073
OGDHL,148,False,False,148,0.0073146718,99.30604398180711,156.0,0.0057149795,0.0054182354
OGFOD1,988,False,False,988,0.052374925,95.3673746893609,1117.0,0.06977123,0.06614843
OGFOD2,558,False,False,558,0.02822713,97.38359825573217,602.0,0.05980302,0.056697812
OGFOD3,167,False,False,167,0.008486895,99.21695503352558,181.0,0.005760182,0.005461091
OGFR,502,False,False,502,0.024663571,97.64617620856193,526.0,0.029692108,0.028150378
OGFRL1,2330,False,False,2330,0.14755943,89.07488160547663,3147.0,0.25933215,0.2458666
OGG1,84,False,False,84,0.004079336,99.60613307075538,87.0,0.004114666,0.003901016
OGN,28,False,False,28,0.0015004454,99.86871102358512,32.0,0.0039734193,0.003767104
OGT,1330,False,False,1330,0.07295916,93.76377362029352,1556.0,0.13696827,0.12985633
OIP5,11,False,False,11,0.00051577814,99.94842218783701,11.0,0.002545969,0.0024137723
OLA1,2746,False,False,2746,0.17273878,87.1243025273128,3684.0,0.20631161,0.19559911
OLFM1,8730,False,False,8730,1.2404933,59.065972710648474,26456.0,0.89491856,0.8484509
OLFM2,143,False,False,143,0.008862006,99.32948844188118,189.0,0.0051190844,0.0048532817
OLFM3,622,False,False,622,0.04159047,97.08350916678388,887.0,0.050396036,0.047779273
OLFML1,173,False,False,173,0.00909645,99.18882168143668,194.0,0.010715402,0.010159016
OLFML2A,11,False,False,11,0.00056266703,99.94842218783701,12.0,0.003067003,0.002907752
OLFML2B,217,False,False,217,0.011206452,98.98251043278474,239.0,0.024868378,0.023577115
OLFML3,73,False,False,73,0.003563558,99.65771088291837,76.0,0.008675186,0.008224736
OLFR1366,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0023169573,0.0021966517
OLFR18,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023384641,0.0022170418
OLFR287,99,False,False,99,0.005064003,99.53579969053312,108.0,0.0049684485,0.0047104666
OLFR288,5,False,False,5,0.00028133352,99.97655553992591,6.0,0.0026612603,0.0025230772
OLFR550,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0022470965,0.0021304183
OLFR558,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.002325019,0.002204295
OLFR56,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0025222425,0.0023912778
OLFR658,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023707887,0.0022476881
OLFR78,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0028964288,0.0027460349
OLFR920,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0024392025,0.0023125494
OLIG1,1883,False,False,1883,0.11726919,91.17081633609978,2501.0,0.3116767,0.29549322
OLIG2,371,False,False,371,0.019458901,98.26042106250293,415.0,0.032367915,0.030687246
OMA1,170,False,False,170,0.008440006,99.20288835748113,180.0,0.005991863,0.005680742
OMG,1897,False,False,1897,0.10446852,91.10517184789234,2228.0,0.2085635,0.19773407
ONECUT1,4,False,False,4,0.0002344446,99.98124443194072,5.0,0.0023363822,0.0022150683
ONECUT2,225,False,False,225,0.011956675,98.9449992966662,255.0,0.032505494,0.030817682
ONECUT3,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.002275385,0.002157238
OOEP,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0024021314,0.0022774031
OOSP2,19,False,False,19,0.0008908895,99.91091105171847,19.0,0.0025695884,0.0024361652
OPA1,2043,False,False,2043,0.11966053,90.42059361372907,2552.0,0.13493805,0.12793154
OPA3,742,False,False,742,0.03863647,96.52084212500586,824.0,0.046581212,0.04416253
OPALIN,1324,False,False,1324,0.090495616,93.79190697238242,1930.0,0.27384743,0.2596282
OPCML,2990,False,False,2990,0.36873448,85.98021287569748,7864.0,0.26310223,0.24944092
OPHN1,506,False,False,506,0.027992686,97.62742064050265,597.0,0.0554697,0.052589495
OPLAH,323,False,False,323,0.016036011,98.48548787921413,342.0,0.023854755,0.022616122
OPN1SW,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.002587213,0.0024528748
OPN3,105,False,False,105,0.00520467,99.50766633844422,111.0,0.004876001,0.00462282
OPN4,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022959763,0.00217676
OPRD1,50,False,False,50,0.002954002,99.76555539925916,63.0,0.003584215,0.0033981085
OPRK1,46,False,False,46,0.002344446,99.78431096731842,50.0,0.0032905506,0.0031196924
OPRL1,375,False,False,375,0.018568013,98.24166549444367,396.0,0.014366973,0.013620983
OPRM1,116,False,False,116,0.005954893,99.45608852628123,127.0,0.0046848706,0.004441614
OPTC,25,False,False,25,0.0012660008,99.88277769962957,27.0,0.0031957375,0.0030298023
OPTN,419,False,False,419,0.022084681,98.03535424579172,471.0,0.030368378,0.028791534
ORAI1,191,False,False,191,0.009237117,99.10442162516998,197.0,0.006567564,0.0062265503
ORAI2,737,False,False,737,0.039011583,96.54428658507994,832.0,0.07351061,0.06969365
ORAI3,320,False,False,320,0.016129788,98.4995545552586,344.0,0.011557881,0.0109577505
ORAOV1,222,False,False,222,0.011347119,98.95906597271065,242.0,0.0066295485,0.0062853163
ORC1,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0026698704,0.0025312402
ORC2,755,False,False,755,0.040746473,96.45988652881324,869.0,0.037929583,0.03596013
ORC3,389,False,False,389,0.019599568,98.17602100623623,418.0,0.01508273,0.014299575
ORC4,638,False,False,638,0.032822244,97.00848689454682,700.0,0.034649458,0.032850318
ORC5,339,False,False,339,0.01697379,98.41046560697707,362.0,0.007241479,0.006865473
ORC6,567,False,False,567,0.028930463,97.34139822759882,617.0,0.025456619,0.024134811
ORMDL1,177,False,False,177,0.008627561,99.1700661133774,184.0,0.0068586734,0.006502544
ORMDL2,101,False,False,101,0.0050171143,99.52642190650349,107.0,0.005324091,0.005047643
ORMDL3,815,False,False,815,0.04210625,96.17855300792422,898.0,0.11064097,0.10489605
OS9,1736,False,False,1736,0.09579407,91.86008346227787,2043.0,0.16571996,0.15711513
OSBP,658,False,False,658,0.03338491,96.91470905425048,712.0,0.11009206,0.104375646
OSBP2,803,False,False,803,0.046654474,96.23481971210202,995.0,0.028704926,0.027214453
OSBPL10,216,False,False,216,0.013972898,98.98719932479955,298.0,0.016028577,0.01519631
OSBPL11,289,False,False,289,0.014066676,98.64491020771791,300.0,0.0063381856,0.006009082
OSBPL1A,3559,False,False,3559,0.23617949,83.31223331926665,5037.0,0.39313322,0.3727202
OSBPL2,831,False,False,831,0.044544473,96.10353073568716,950.0,0.0437583,0.041486196
OSBPL3,434,False,False,434,0.02438224,97.96502086556946,520.0,0.02827447,0.026806349
OSBPL5,365,False,False,365,0.018568013,98.28855441459183,396.0,0.028996876,0.027491244
OSBPL6,1032,False,False,1032,0.06442538,95.16106344070896,1374.0,0.14162782,0.13427396
OSBPL7,252,False,False,252,0.012706897,98.81839921226614,271.0,0.00818047,0.007755708
OSBPL8,1165,False,False,1165,0.066113375,94.53744080273832,1410.0,0.12460735,0.11813725
OSBPL9,1023,False,False,1023,0.05776715,95.20326346884231,1232.0,0.08107762,0.07686775
OSCAR,17,False,False,17,0.00079711166,99.92028883574811,17.0,0.0026538665,0.0025160676
OSCP1,806,False,False,806,0.042293806,96.22075303605759,902.0,0.036421515,0.034530368
OSER1,38,False,False,38,0.0018286679,99.82182210343696,39.0,0.00399742,0.003789858
OSGEP,528,False,False,528,0.026210906,97.52426501617668,559.0,0.055032976,0.052175447
OSGEPL1,283,False,False,283,0.014394899,98.67304355980681,307.0,0.03726622,0.03533121
OSGIN1,43,False,False,43,0.0020631126,99.79837764336288,44.0,0.004448797,0.004217798
OSGIN2,255,False,False,255,0.0127537865,98.8043325362217,272.0,0.009755579,0.009249031
OSMR,26,False,False,26,0.0013128897,99.87808880761476,28.0,0.003068677,0.0029093393
OSR1,31,False,False,31,0.0015004454,99.85464434754067,32.0,0.0029271818,0.0027751909
OST4,426,False,False,426,0.020724902,98.002532001688,442.0,0.022296708,0.021138974
OSTC,1068,False,False,1068,0.056735594,94.99226332817555,1210.0,0.111184075,0.10541096
OSTF1,337,False,False,337,0.0169269,98.4198433910067,361.0,0.0287396,0.027247326
OSTM1,846,False,False,846,0.044169363,96.0331973554649,942.0,0.09633135,0.09132944
OSTN,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0024911743,0.0023618226
OTOA,48,False,False,48,0.0022506681,99.7749331832888,48.0,0.0035474773,0.0033632782
OTOF,52,False,False,52,0.0026257795,99.75617761522952,56.0,0.0030902657,0.002929807
OTOG,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023185948,0.0021982044
OTOGL,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0022182048,0.002103027
OTOP2,11,False,False,11,0.00056266703,99.94842218783701,12.0,0.0024957552,0.0023661656
OTOP3,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022886957,0.0021698577
OTOS,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0022766409,0.0021584288
OTUB1,1813,False,False,1813,0.10132696,91.49903877713696,2161.0,0.20186153,0.19138008
OTUB2,337,False,False,337,0.016880011,98.4198433910067,360.0,0.010926422,0.01035908
OTUD1,209,False,False,209,0.010268673,99.02002156890327,219.0,0.00684707,0.0064915433
OTUD3,109,False,False,109,0.005345337,99.48891077038495,114.0,0.0038537788,0.0036536756
OTUD4,524,False,False,524,0.027430018,97.54302058423593,585.0,0.015325322,0.014529572
OTUD5,813,False,False,813,0.04159047,96.18793079195386,887.0,0.06675341,0.06328731
OTUD6B,508,False,False,508,0.02522624,97.61804285647302,538.0,0.03923486,0.037197635
OTUD7A,1065,False,False,1065,0.08538473,95.00633000422,1821.0,0.12259821,0.116232425
OTUD7B,1234,False,False,1234,0.074037604,94.21390725371594,1579.0,0.19843645,0.18813285
OTULIN,411,False,False,411,0.02091246,98.07286538191026,446.0,0.018244145,0.017296838
OTX1,106,False,False,106,0.005251559,99.50297744642941,112.0,0.004933451,0.0046772864
OTX2,87,False,False,87,0.0044075586,99.59206639471093,94.0,0.024839787,0.023550007
OTX2OS1,21,False,False,21,0.0025788906,99.90153326768885,55.0,0.0031353843,0.0029725828
OVCA2,196,False,False,196,0.009940451,99.08097716509589,212.0,0.006479755,0.006143301
OVGP1,61,False,False,61,0.002954002,99.71397758709617,63.0,0.0045702625,0.0043329564
OVOL2,121,False,False,121,0.006283115,99.43264406620716,134.0,0.0045971386,0.0043584374
OXA1L,718,False,False,718,0.036714025,96.63337553336146,783.0,0.052839912,0.050096255
OXCT1,5312,False,False,5312,0.3960238,75.09260561729263,8446.0,0.39110342,0.3707958
OXLD1,202,False,False,202,0.010128006,99.05284381300699,216.0,0.0063409745,0.0060117263
OXNAD1,257,False,False,257,0.012706897,98.79495475219206,271.0,0.008581593,0.008136003
OXR1,3645,False,False,3645,0.27467528,82.9089886059924,5858.0,0.41086623,0.38953242
OXSM,112,False,False,112,0.005298448,99.47484409434051,113.0,0.00472854,0.0044830157
OXSR1,364,False,False,364,0.018380458,98.29324330660666,392.0,0.04072024,0.038605884
OXTR,38,False,False,38,0.0018286679,99.82182210343696,39.0,0.0028065909,0.0026608615
P2RX3,12,False,False,12,0.000609556,99.9437332958222,13.0,0.0025338596,0.0024022916
P2RX4,268,False,False,268,0.013269564,98.74337694002907,283.0,0.01048185,0.009937591
P2RX5,17,False,False,17,0.00084400055,99.92028883574811,18.0,0.0026334778,0.0024967373
P2RX6,57,False,False,57,0.0026726685,99.73273315515544,57.0,0.0037206085,0.0035274199
P2RX7,123,False,False,123,0.0063300044,99.42326628217752,135.0,0.0071364865,0.0067659323
P2RY1,99,False,False,99,0.0051577813,99.53579969053312,110.0,0.006669501,0.006323194
P2RY12,406,False,False,406,0.022975571,98.09630984198434,490.0,0.040594745,0.038486905
P2RY13,72,False,False,72,0.0036104468,99.66239977493319,77.0,0.006217314,0.0058944863
P2RY14,33,False,False,33,0.00173489,99.84526656351103,37.0,0.00359848,0.0034116327
P2RY2,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0024838971,0.0023549234
P2RY6,14,False,False,14,0.00065644487,99.93435551179256,14.0,0.0027318941,0.0025900432
P3H1,54,False,False,54,0.0027195574,99.74679983119988,58.0,0.003963167,0.0037573837
P3H2,67,False,False,67,0.003985558,99.68584423500727,85.0,0.0041528163,0.0039371857
P3H3,183,False,False,183,0.00909645,99.14193276128852,194.0,0.0049765473,0.004718146
P3H4,331,False,False,331,0.016880011,98.44797674309561,360.0,0.022738375,0.02155771
P4HA1,548,False,False,548,0.028039575,97.43048717588034,598.0,0.029954102,0.028398769
P4HA2,162,False,False,162,0.008064894,99.24039949359967,172.0,0.0062370794,0.005913226
P4HA3,82,False,False,82,0.004126225,99.61551085478501,88.0,0.004625913,0.0043857177
P4HB,1076,False,False,1076,0.056313593,94.95475219205701,1201.0,0.16650157,0.15785615
P4HTM,1212,False,False,1212,0.06484738,94.31706287804191,1383.0,0.08506776,0.0806507
PA2G4,1095,False,False,1095,0.057954706,94.8656632437755,1236.0,0.1444303,0.13693091
PABPC1,962,False,False,962,0.047920477,95.48928588174614,1022.0,0.07994096,0.075790115
PABPC1L,21,False,False,21,0.0009846673,99.90153326768885,21.0,0.0025872085,0.0024528704
PABPC4,120,False,False,120,0.0056266706,99.43733295822197,120.0,0.0048688953,0.004616083
PABPC4L,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0025954521,0.002460686
PABPC5,17,False,False,17,0.00084400055,99.92028883574811,18.0,0.0023996157,0.0022750183
